team,twitter,url,ncaa_id,stats_name,private,roster
Concordia Portland,gocugowbb,,30200,,,
Okla. Baptist,OBU_wvball,https://obubison.com/sports/womens-volleyball,30202,Okla. Baptist,,
Westminster (UT),westminsterwbb,https://westminstergriffins.com/sports/womens-volleyball,30209,Westminster (UT),,
Dean,DeanWBB,https://deanbulldogs.com/sports/womens-volleyball,30219,,,
Biola,biolawbb,https://athletics.biola.edu/sports/womens-volleyball,30220,Biola,,
Davenport,DU_WBB,https://dupanthers.com/sports/womens-volleyball,30221,Davenport,,
Purdue Northwest,PNWWBB,https://pnwathletics.com/sports/womens-volleyball,30222,Purdue Northwest,,
SUNY Delhi,SUNYDelhiWBB,https://delhibroncos.com/sports/wvball/index,30225,,,
Indiana (PA),IUP_WBB,https://iupathletics.com/sports/womens-volleyball,307,Indiana (PA),,
UIndy,UIndyWBB,https://athletics.uindy.edu/sports/womens-volleyball,309,UIndy,,
Ithaca,ithacawbb,https://athletics.ithaca.edu/sports/womens-volleyball,313,Ithaca,,
Jackson St.,GoJSUTigersWBB,https://gojsutigers.com/sports/womens-volleyball,314,Jackson St.,,
Jacksonville St.,JSUGamecocksWBB,https://jsugamecocksports.com/sports/womens-volleyball,315,,,
James Madison,JMUWBasketball,https://jmusports.com/sports/womens-volleyball,317,James Madison,,
John Carroll,JohnCarroll_WBB,https://jcusports.com/sports/womens-volleyball,320,John Carroll,false,
John Jay,JJCWBasketball,https://johnjayathletics.com/sports/womens-volleyball,321,John Jay,,
Johns Hopkins,JHUwbb,https://hopkinssports.com/sports/womens-volleyball,322,Johns Hopkins,,
Johnson C. Smith,jcsmith_wbb,https://goldenbullsports.com/sports/womens-volleyball,323,Johnson C. Smith,,
Juniata,JuniataWBB,https://www.juniatasports.net/sports/wvball/index,325,,,
Kalamazoo,Kzoowvball,https://hornets.kzoo.edu/sports/wvball/index,326,,,
Keene St.,KeeneWBB,https://keeneowls.com/sports/womens-volleyball,330,Keene St.,,
Kentucky St.,KYSUWBB,https://ksuthorobreds.com/sports/womens-volleyball,332,Kentucky St.,,
Ky. Wesleyan,kwcwomenshoops,https://kwcpanthers.com/sports/womens-volleyball,333,Ky. Wesleyan,,
Kenyon,KenyonWBB,https://athletics.kenyon.edu/sports/womens-volleyball,335,Kenyon,,
King's (PA),Monarchs_KCWB,https://kingscollegeathletics.com/sports/womens-volleyball,336,King's (PA),,
Knox,KnoxWomensBBall,https://prairiefire.knox.edu/sports/womens-volleyball,337,Knox,,
Kutztown,KUBearsWBB,https://kubears.com/sports/womens-volleyball,339,Kutztown,,
La Verne,ULVLeopardsWBB,https://www.leopardathletics.com/sports/wvball/index,341,,,
Lake Forest,LFC_WBB,https://www.goforesters.com/sports/wvball/index,344,,,
Lake Superior St.,LakeStateWBB,https://www.lssulakers.com/sports/w-volley/index,345,,,
Lawrence,LUVikingsWBB,https://vikings.lawrence.edu/sports/womens-volleyball,348,Lawrence University,,
Le Moyne,LeMoyneWBB,https://lemoynedolphins.com/sports/womens-volleyball,349,,,
Ashland,AshlandWBB,https://goashlandeagles.com/sports/womens-volleyball,35,,,
Lebanon Valley,lvcwbb,https://godutchmen.com/sports/womens-volleyball,351,,,
Lewis,Lewiswvball,https://lewisflyers.com/sports/womens-volleyball,354,Lewis,,
West Alabama,UWA_WBB,https://uwaathletics.com/sports/womens-volleyball,358,West Ala.,,
Assumption,AssumptionWBB,https://assumptiongreyhounds.com/sports/womens-volleyball,36,,,
Lock Haven,LHUWBB,https://www.golhu.com/sports/womens-volleyball,360,Lock Haven,,
Loras,DuhawkWBB,https://duhawks.com/sports/womens-volleyball,364,Loras,,
LSU,LSUwvball,https://lsusports.net/sports/vb/,365,Lsu,,
Louisiana Tech,LATechWBB,https://latechsports.com/sports/womens-volleyball,366,Louisiana Tech,,
Loyola Marymount,lmulionswb,https://lmulions.com/sports/womens-volleyball,370,Loyola Marymount,,
Luther,LutherWBB,https://luthernorse.com/sports/womens-volleyball,372,,,
Lycoming,lycowomensbb,https://lycomingathletics.com/sports/womens-volleyball,373,,,
Lynchburg,lynchburg_wbb,https://www.lynchburgsports.com/sports/wvball/index,374,,,
Macalester,MacalesterWBB,https://athletics.macalester.edu/sports/womens-volleyball,376,Macalester College,,
MacMurray,MacWHoops,https://mcmurrysports.com/sports/womens-volleyball,377,,,
Me.-Farmington,UMFwomenshoops,https://goumfbeavers.com/sports/womens-volleyball,379,,,
Augsburg,AugsburgWBB,https://athletics.augsburg.edu/sports/womens-volleyball,38,Augsburg,,
Manhattanville,valiantswbb,https://govaliants.com/sports/womens-volleyball,382,,false,
Minnesota St.,MinnStWBB,https://msumavericks.com/sports/womens-volleyball,383,,,
Marietta,Marietta_WBB,https://pioneers.marietta.edu/sports/womens-volleyball,385,Marietta,,
Mary Baldwin,MBaldwinWBB,https://www.marybaldwinathletics.com/sports/wvball/index,389,,,
Augusta,AUG_WBB,https://augustajags.com/sports/womens-volleyball,39,Augusta,,
Mary Washington,umwwbasketball,https://umweagles.com/sports/wvball/index,390,,,
Marymount (VA),Marymount_WBB,https://www.marymountsaints.com/sports/wvball/index,394,,,
Maryville (MO),MaryvilleWBB,https://maryvillesaints.com/sports/womens-volleyball,395,Maryville (MO),false,
Marywood,MarywoodWBB,https://marywoodpacers.com/sports/womens-volleyball,397,Marywood,,
MIT,mitwvball,https://mitathletics.com/sports/womens-volleyball,398,,,
Augustana (IL),Augustanawvball,https://athletics.augustana.edu/sports/womens-volleyball,40,Augustana (IL),,
Mercy,WbbMercy,https://mercyathletics.com/sports/womens-volleyball,407,Mercy,,
Mercyhurst,HurstWBB,https://hurstathletics.com/sports/womens-volleyball,408,Mercyhurst,,
Meredith,MeredithCBB,https://www.goavengingangels.com/sports/wvball/index,409,,,
Augustana (SD),AugieWBB,https://goaugie.com/sports/womens-volleyball,41,,,
Messiah,messiahwvball,https://gomessiah.com/sports/womens-volleyball,411,,,
MSU Denver,MSUDenverWBB,https://roadrunnersathletics.com/sports/womens-volleyball,413,MSU Denver,,
Michigan Tech,mtuwbb,https://www.michigantechhuskies.com/sports/wvball/index,417,,,
Aurora,AUSpartanWBB,https://athletics.aurora.edu/sports/womens-volleyball,42,Aurora University,,
Middlebury,middwvball,https://athletics.middlebury.edu/sports/wvball,420,,,
Miles,Miles_wbb,https://milesgoldenbears.com/sports/womens-volleyball,422,Miles College,,
Millersville,millersvillewbb,https://millersvilleathletics.com/sports/womens-volleyball,423,Millersville,,
Millikin,MillikinWBB,https://athletics.millikin.edu/sports/womens-volleyball,424,Millikin,,
Millsaps,MillsapsWBB,https://gomajors.com/sports/womens-volleyball,426,Millsaps,,
Minn. Duluth,UMDWomensBBall,https://umdbulldogs.com/sports/womens-volleyball,427,Minn. Duluth,,
Mississippi College,GoChoctaws_WBB,https://www.gochoctaws.com/sports/womens-volleyball,429,Mississippi Col.,,
Mississippi Valley State,ValleyStateWBB,https://mvsusports.com/sports/womens-volleyball,432,Mississippi Val.,,
Missouri S&T,Miners_WBB,https://minerathletics.com/sports/womens-volleyball,435,Missouri S&T,,
Missouri-St. Louis,UMSLWBB,https://umsltritons.com/sports/womens-volleyball,436,Mo.-St. Louis,,
Monmouth (IL),ScotsWHoops,https://monmouthscots.com/sports/womens-volleyball,438,,,
Averett,AverettWBB,https://averettcougars.com/sports/womens-volleyball,44,,,
Pitt.-Bradford,upb_wbb,https://athletics.pittbradford.org/sports/wvball/index,1315,,,
Penn St.-Abington,PSUA_WBB,https://abingtonsports.com/sports/womens-volleyball,30114,,,
Morgan St.,,https://morganstatebears.com/sports/womens-volleyball,446,Morgan St.,true,
Mount Holyoke,mhc_basketball,https://athletics.mtholyoke.edu/sports/wvball/index,449,,true,skip
Babson,babsonwhoops,https://www.babsonathletics.com/sports/w-volley/index,45,,,
CMSV,CMSVWBB,https://cmsvathletics.com/sports/womens-volleyball,451,,,
Mount Union,MountUnionWbb,https://athletics.mountunion.edu/sports/womens-volleyball,452,Mount Union,,
Muhlenberg,Muhl_wbb,https://muhlenbergsports.com/sports/womens-volleyball,453,Muhlenberg,,
Muskingum,MuskingumWBB,https://www.fightingmuskies.com/sports/wvball/index,455,,,
Baldwin Wallace,BW_wbasketball,https://www.bwyellowjackets.com/sports/wvball/index,46,,,
UNCW,UNCWwomenshoops,https://uncwsports.com/sports/womens-volleyball,460,Uncw,,
Nazareth,Nazareth_WBB,https://nazathletics.com/sports/womens-volleyball,461,,,
Neb. Wesleyan,NWU_WomensBB,https://nwusports.com/sports/womens-volleyball,462,Neb. Wesleyan,,
UNLV,UNLVLadyRebels,https://unlvrebels.com/sports/womens-volleyball,465,Unlv,,
New England Col.,NEC_WBB,https://athletics.nec.edu/sports/wvball/index,467,,,
Southern N.H.,SNHUWBB,https://snhupenmen.com/sports/womens-volleyball,468,,,
New Haven,UNewHavenWBB,https://newhavenchargers.com/sports/womens-volleyball,470,New Haven,,
NYU,nyuwomenshoops,https://gonyuathletics.com/sports/womens-volleyball,479,Nyu,,
CCNY,ccnywbb,https://ccnyathletics.com/sports/womens-volleyball,480,Ccny,,
Nichols,ncbison_wvball,https://nicholsathletics.com/sports/womens-volleyball,484,,,
MCLA,MCLAWbasketball,https://athletics.mcla.edu/sports/wvball/index,486,,,
North Alabama,UNAHOOPS,http://www.roarlions.com/sports/wvball,487,North Ala.,,
N.C. A&T,LadyAggieBall,https://ncataggies.com/sports/womens-volleyball,488,N.C. A&T,,
Barry,BarryUWBB,https://gobarrybucs.com/sports/womens-volleyball,49,Barry,,
NC State,PackWomensBball,https://gopack.com/sports/womens-volleyball,490,NC State,,
N.C. Wesleyan,NCWU_WBB,https://www.ncwcsports.com/sports/wvball/index,491,,,
North Dakota,UNDwbasketball,https://fightinghawks.com/sports/womens-volleyball,494,North Dakota,,
North Park,NPU_womenshoops,https://athletics.northpark.edu/sports/womens-volleyball,496,North Park,,
Truman State,Truman_WBB,https://trumanbulldogs.com/sports/womens-volleyball,499,Truman,,
Bates,Bates_WBB,https://gobatesbobcats.com/sports/womens-volleyball,50,,,
Northeastern,GoNUwbasketball,https://nuhuskies.com/sports/womens-volleyball,500,Northeastern,,
Northern Michigan,NMU_wvball,https://nmuwildcats.com/sports/womens-volleyball,506,Northern Mich.,,
Northwest Missouri State,nwbearcatwbb,https://bearcatsports.com/sports/womens-volleyball,507,Northwest Mo. St.,,
Northwood,NorthwoodWBB,https://www.gonorthwood.com/sports/wvball/index,510,,,
Norwich,NorwichWBB,https://www.norwichathletics.com/sports/wvball/index,511,,,
Oakland,Oaklandwvball,https://goldengrizzlies.com/sports/womens-volleyball,514,Oakland,,
Oberlin,Yeo_WBB,https://goyeo.com/sports/womens-volleyball,515,Oberlin,,
Occidental,tigerswbb,https://www.oxyathletics.com/sports/wvball/index,516,Occidental,,
Ohio Northern,Onuwomensbball,https://www.onusports.com/sports/wvball/index,517,,,
Ohio,OhioWBasketball,https://ohiobobcats.com/sports/wvball,519,,,
Olivet,olivet_wbb,https://www.olivetcomets.com/sports/wvball/index,525,,,
SUNY Oneonta,OState_WBB,https://oneontaathletics.com/sports/womens-volleyball,526,,,
Oswego St.,Oswegowvball,https://oswegolakers.com/sports/womens-volleyball,530,,,
Otterbein,Otterbein_WBB,https://otterbeincardinals.com/sports/womens-volleyball,531,Otterbein,,
Elms,ElmsBlazersWBB,https://www.ecblazers.com/sports/wvball/index,532,,,
Pace,PaceWBB,https://paceuathletics.com/sports/womens-volleyball,533,,,
UNC Pembroke,UNCP_WBB,https://uncpbraves.com/sports/wvball,537,UNC Pembroke,,
Penn St.-Behrend,PSB_WBB,https://www.psblions.com/sports/wvball/index,538,,,
Bemidji St.,BSUBeaversWBB,https://bsubeavers.com/sports/volleyball,54,Bemidji St.,,
Pepperdine,WavesHoops,https://pepperdinewaves.com/sports/womens-volleyball,541,Pepperdine,,
Jefferson,Jefferson_WBB,https://jeffersonrams.com/sports/womens-volleyball,543,Jefferson,,
Pine Manor,PineManorWBB,https://pmcathletics.com/sports/wvball/index,544,,,skip
Pitt.-Johnstown,MountainCatsWBB,https://pittjohnstownathletics.com/sports/womens-volleyball,546,Pitt-Johnstown,,
Plattsburgh St.,Cardinals_WBB,https://gocardinalsports.com/sports/womens-volleyball,547,,,
Pomona-Pitzer,pomonapitzerwbb,https://www.sagehens.com/sports/wvball/index,549,,,
Benedict,BenedictWBB,https://benedicttigers.com/sports/womens-volleyball,55,Benedict,,
SUNY Potsdam,PotsdamWbb,https://potsdambears.com/sports/womens-volleyball,552,,,
Prairie View A&M,PVAMUwbb,https://pvpanthers.com/sports/womens-volleyball,553,Prairie View,,
Puget Sound,PSwbasketball,https://loggerathletics.com/sports/womens-volleyball,557,Puget Sound,,
Bentley,Bentleywvball,https://www.bentleyfalcons.com/sports/wvball/index,56,,,
Queens (NY),QCKNIGHTS_WBB,https://queensknights.com/sports/womens-volleyball,560,,,
Quincy,QUHawksWBB,https://quhawks.com/sports/womens-volleyball,561,Quincy,,
Ramapo,RCNJWBB,https://ramapoathletics.com/sports/womens-volleyball,564,,,
Randolph-Macon,RMCWBB,https://www.rmcathletics.com/sports/wvball/index,565,,,
Randolph,RCWomensHoop,https://randolphwildcats.com/sports/womens-volleyball,566,,,
Redlands,RedlandsWBB,https://www.goredlands.com/sports/wvball/index,567,,,
Regis (CO),RegisRangersWBB,https://regisrangers.com/sports/womens-volleyball,568,Regis (CO),,
Regis (MA),RegisWBB,https://www.goregispride.com/sports/wvball/index,569,,,
Rhode Island College,Go_AnchorWBB,https://goanchormen.com/sports/womens-volleyball,571,,,
Rhodes,Rhodes_WBB,https://rhodeslynx.com/sports/womens-volleyball,573,Rhodes,,
Ripon,RiponCollegeWBB,https://riponredhawks.com/sports/womens-volleyball,577,Ripon College,true,
Baruch,BaruchWBB,https://athletics.baruch.cuny.edu/sports/womens-volleyball,58,Baruch,,
Rochester (NY),RochesterWBB,https://uofrathletics.com/sports/womens-volleyball,581,Rochester,,
Rockford,RockfordWbb,https://rockfordregents.com/sports/womens-volleyball,582,Rockford,,
Roger Williams,RWUHoops,https://rwuhawks.com/sports/womens-volleyball,583,,,
Rollins,RollinsWBB,https://rollinssports.com/sports/womens-volleyball,584,Rollins,,
Rose-Hulman,RoseHulmanWBB,https://athletics.rose-hulman.edu/sports/womens-volleyball,585,Rose-Hulman,,
Rutgers-Newark,RN_WBB,https://rutgersnewarkathletics.com/sports/womens-volleyball,589,,,
Bethany (WV),BCWBB,https://www.bethanybison.com/sports/wvball/index,59,,,
Saginaw Valley,svsuwbb,https://www.svsucardinals.com/sports/wvball/index,591,,,
St. Anselm,STAHawksWBB,https://saintanselmhawks.com/sports/womens-volleyball,593,,,
Saint Benedict,CSBBasketball,https://gobennies.com/sports/womens-volleyball,595,Saint Benedict,,
St. Catherine,StKatesWBB,https://stkatesathletics.com/sports/womens-volleyball,597,St. Catherine,,
St. Cloud St.,SCSUHUSKIES_WBB,https://scsuhuskies.com/sports/womens-volleyball,598,,,
Alabama A&M,aamuwbb,https://aamusports.com/sports/womens-volleyball,6,Alabama A&M,,
Bethel (MN),Bethel_WBB,https://athletics.bethel.edu/sports/womens-volleyball,60,Bethel University,,
St. John Fisher,SJFWBB,https://athletics.sjfc.edu/sports/womens-volleyball,601,St. John Fisher,,
St. Lawrence,SLUwvball,https://saintsathletics.com/sports/womens-volleyball,607,St. Lawrence,,
Saint Leo,SaintLeoWBB,https://saintleolions.com/sports/womens-volleyball,608,Saint Leo,,
St. Mary's (MD),SMCM_WBB,https://smcmathletics.com/sports/womens-volleyball,611,,,
Saint Mary's (MN),saintmarys_wbb,https://saintmaryssports.com/sports/womens-volleyball,612,,,
Saint Michael's,SMC_wbb,https://www.smcathletics.com/sports/wvball/index,613,,,
St. Norbert,SNCWBB,https://athletics.snc.edu/sports/womens-volleyball,614,St. Norbert College,,
Stevens,Stevenswvball,https://stevensducks.com/sports/womens-volleyball,679,Stevens,,
St. Scholastica,CSSwvball,https://csssaints.com/sports/womens-volleyball,618,,,
St. Olaf,StOlafWBB,https://athletics.stolaf.edu/sports/womens-volleyball,615,St. Olaf College,,
Salisbury,SalisburyWBB,https://suseagulls.com/sports/womens-volleyball,622,,,
Salve Regina,salvewbb,https://www.salveathletics.com/sports/wvball/index,623,,,
San Fran. St.,SFState_WBB,https://sfstategators.com/sports/womens-volleyball,628,San Fran. St.,,
Scranton,ScrantonWBB,https://athletics.scranton.edu/sports/wvball/index,633,,,
Seattle Pacific,SpuWbb,https://spufalcons.com/sports/womens-volleyball,634,Seattle Pacific,,
Shenandoah,SUHornetsWBB,https://suhornets.com/sports/womens-volleyball,637,Shenandoah,,
Shippensburg,ShipWBB,https://shipraiders.com/sports/womens-volleyball,638,Shippensburg,,
Siena,Siena_WBB,https://sienasaints.com/sports/womens-volleyball,639,Siena,,
TCNJ,tcnjwb,https://tcnjathletics.com/sports/womens-volleyball,712,,,
Simpson,SCStorm_WBB,https://www.simpsonathletics.com/sports/wvball/index,641,,,
Skidmore,SkidmoreWBB,https://skidmoreathletics.com/sports/womens-volleyball,642,Skidmore College,,
Smith,SC_BBall,https://smithpioneers.com/sports/womens-volleyball,644,,,
Sonoma St.,SonomaStwvball,https://sonomaseawolves.com/sports/womens-volleyball,645,Sonoma St.,,
South Alabama,SouthAlabamaWBB,https://usajaguars.com/sports/womens-volleyball,646,South Alabama,,
South Carolina St.,ScstateWBB,https://www.scsuathletics.com/sports/womens-volleyball,647,SC State Lady Bulldogs,,
Bloomsburg,buwbb_huskies,https://buhuskies.com/sports/womens-volleyball,65,Bloomsburg,,
Sewanee,SewaneeWBB,https://sewaneetigers.com/sports/womens-volleyball,652,Sewanee,,
UMass Dartmouth,UMassDwvball,https://corsairathletics.com/sports/womens-volleyball,656,,,
Southern Conn. St.,SCSU_WBB,https://scsuowls.com/sports/womens-volleyball,658,Southern Conn. St.,,
Southern Ill.,SIU_WBasketball,https://siusalukis.com/sports/womens-volleyball,659,Southern Ill.,,
SIUE,SIUEWBB,https://siuecougars.com/sports/womens-volleyball,660,Siue,,
Southern Ind.,usiwbb,https://gousieagles.com/sports/womens-volleyball,661,Southern Ind.,,
Southern Me.,USMwbb,https://southernmainehuskies.com/sports/womens-volleyball,662,,,
Southern Utah,SUUWBasketball,https://suutbirds.com/sports/womens-volleyball,667,Southern Utah,,
Missouri St.,MSULadyBears,https://missouristatebears.com/sports/womens-volleyball,669,Missouri St.,,
Springfield,SCWBB,https://springfieldcollegepride.com/sports/wvball/index,673,,,
Staten Island,CsiWbb,https://csidolphins.com/sports/womens-volleyball,675,Staten Island,,
Texas Lutheran,TLUwbb,https://tlubulldogs.com/sports/wvball/index,1400,Texas Lutheran,,
Stonehill,StonehillWBB,https://www.stonehillskyhawks.com/sports/wvball/index,682,,,
Suffolk,SuffolkWbb,https://www.gosuffolkrams.com/sports/wvball/index,684,,,
Susquehanna,SusquehannaWBB,https://suriverhawks.com/sports/womens-volleyball,685,,,
Swarthmore,SwatWBasketball,https://swarthmoreathletics.com/sports/womens-volleyball,686,,,
Tampa,TampaWBB,https://www.tampaspartans.com/sports/wvball/index,689,Tampa,,
Bowdoin,BowdoinWBB,https://athletics.bowdoin.edu/sports/womens-volleyball,69,Bowdoin,,
Tennessee St.,TSUTigersWBB,https://tsutigers.com/sports/womens-volleyball,691,,,
Chattanooga,GoMocsWBK,https://gomocs.com/sports/womens-volleyball,693,,,
Tex. A&M-Kingsville,Javelina_WBB,https://javelinaathletics.com/sports/womens-volleyball,696,Tex. A&M-Kingsville,,
Texas Southern,TSUWomensHoops,https://tsusports.com/sports/womens-volleyball,699,Texas Southern,,
Bowie St.,BowieStatewbb,https://bsubulldogs.com/sports/womens-volleyball,70,Bowie St.,,
Texas Woman's,TWU_Basketball,https://twuathletics.com/sports/womens-volleyball,701,,,
Thiel,thiel_wb,https://thielathletics.com/sports/womens-volleyball,707,Thiel,,
Chicago,UChicagoWBB,https://athletics.uchicago.edu/sports/wvball/index,137,,,
Trinity (CT),trincollwbb,https://bantamsports.com/sports/womens-volleyball,713,,,
Trinity (TX),TUWBB,https://trinitytigers.com/sports/womens-volleyball,715,,,
Tufts,Tuftswvball,https://gotuftsjumbos.com/sports/womens-volleyball,717,,,
Tulsa,TUWBasketball,https://tulsahurricane.com/sports/womens-volleyball,719,Tulsa,,
Tuskegee,tuskegee_WBB,https://goldentigersports.com/sports/womens-volleyball,720,Tuskegee University,,
Coast Guard,uscga_wbb,https://www.uscgasports.com/sports/wvball/index,722,,,
Union (NY),UnionCollegeWBB,https://unionathletics.com/sports/womens-volleyball,727,Union (NY),,
Upper Iowa,UIU_WBB,https://uiupeacocks.com/sports/womens-volleyball,728,Upper Iowa,,
Brandeis,BrandeisWBB,https://www.brandeisjudges.com/sports/wvball/index,73,Brandeis,,
Ursinus,UrsinusWBB,https://ursinusathletics.com/sports/womens-volleyball,730,,true,
Utah St.,USUWBasketball,https://utahstateaggies.com/sports/womens-volleyball,731,Utah St.,,
Valdosta St.,VSULadyBlazers,https://vstateblazers.com/sports/womens-volleyball,734,Valdosta St.,,
Vassar,VassarWBB,https://www.vassarathletics.com/sports/womens-volleyball,737,Vassar College,,
Bridgeport,ub_wbb,https://www.ubknights.com/sports/wvball/index,74,,,
Va. Wesleyan,VWUWBB,https://vwuathletics.com/sports/womens-volleyball,745,,,
Virginia,UVAWomensHoops,https://virginiasports.com/sports/wvball/,746,Virginia,,
Bridgewater (VA),BridgewaterWBB,https://bridgewatereagles.com/sports/womens-volleyball,75,,,
Wartburg,Wartburgwvball,https://go-knights.net/sports/womens-volleyball,750,,,
Washington & Jefferson,WJ_WBB,https://gopresidents.com/sports/womens-volleyball,751,Wash. & Jeff.,,
Washington Col.,washcollwbb,https://washcollsports.com/sports/womens-volleyball,753,,,
WashU,WashU_WBB,https://washubears.com/sports/womens-volleyball,755,,,
Wayne St. (MI),WSUWarriorsWBB,https://wsuathletics.com/sports/womens-volleyball,757,Wayne St. (MI),,
Webster,GorlokWBB,https://websterathletics.com/sports/womens-volleyball,759,Webster University,,
Wellesley,WellesleyBB,https://www.wellesleyblue.com/sports/wvball/index,760,,,
Wentworth,WITWomensBball,https://www.wentworthathletics.com/sports/wvball/index,762,,,
Wesley,Wesley_W_Bball,,763,,,
Wesleyan (CT),wes_wvball,https://athletics.wesleyan.edu/sports/womens-volleyball,764,,,
West Texas A&M,ladybuffhoops,https://gobuffsgo.com/sports/womens-volleyball,767,,,
Western Connecticut St.,WestConnWBB,https://westconnathletics.com/sports/womens-volleyball,770,,true,
Western Ky.,LadyTopperHoops,https://wkusports.com/sports/womens-volleyball,772,Western Ky.,,
McDaniel,McDaniel_WBB,https://mcdanielathletics.com/sports/womens-volleyball,773,,,
Western New Eng.,WNEwbasketball,https://www.wnegoldenbears.com/sports/wvball/index,775,,,
Wheaton (IL),Wheaton_WBB,https://athletics.wheaton.edu/sports/womens-volleyball,778,Wheaton (IL),,
Wheaton (MA),WheatonWBB,https://wheatoncollegelyons.com/sports/womens-volleyball,779,,,
St. Thomas (MN),USTTommiesWBB,https://tommiesports.com/sports/wvball,620,St. Thomas (MN),,
Whitman,WhitmanWBB,https://athletics.whitman.edu/sports/womens-volleyball,780,Whitman,,
Widener,WUWBB,https://widenerpride.com/sports/womens-volleyball,783,,,
Wilkes,WilkesWBB,https://gowilkesu.com/sports/womens-volleyball,784,,,
Willamette,WillametteWBB,https://www.wubearcats.com/sports/wvball/index,785,,,
William Paterson,WPUWBB,https://www.wpupioneers.com/sports/womens-volleyball,787,,,
Winona St.,WinonaStateWBB,https://winonastatewarriors.com/sports/womens-volleyball,790,,,
Winston-Salem,wssuwhoops,https://wssurams.com/sports/womens-volleyball,791,,,
Wis.-Eau Claire,UWECWBB,https://blugolds.com/sports/wvball/index,793,,,
Wisconsin-La Crosse,uwleagleswbb,https://uwlathletics.com/sports/womens-volleyball,795,Wis.-La Crosse,,
Wis.-Oshkosh,UWOWBB1,https://www.uwoshkoshtitans.com/sports/wvball/index,798,,,
Wisconsin-Parkside,RangersWBB,https://parksiderangers.com/sports/womens-volleyball,799,Wis.-Parkside,,
Brown,BrownU_WBB,https://brownbears.com/sports/womens-volleyball,80,Brown,,
Wis.-Platteville,UWPLATTWBB,https://letsgopioneers.com/sports/wvball/index,800,,,
Wisconsin-River Falls,UWRFWomensBball,https://uwrfsports.com/sports/womens-volleyball,801,Wis.-River Falls,,
Wisconsin-Stevens Point,UWSPWBB,https://athletics.uwsp.edu/sports/womens-volleyball,802,Wis.-Stevens Point,,
Wisconsin-Stout,BlueDevilsWBB,https://stoutbluedevils.com/sports/womens-volleyball,803,,,
Wisconsin-Superior,UWSWBB,https://uwsyellowjackets.com/sports/womens-volleyball,804,,,
Wisconsin-Whitewater,UWWWomensHoops,https://uwwsports.com/sports/womens-volleyball,805,Wis.-Whitewater,,
Wittenberg,wittwbb,https://www.wittenbergtigers.com/sports/wvball/index,806,,,
Wooster,WoosterWBB,https://www.woosterathletics.com/sports/wvball/index,807,,,
WPI,WPIWBasketball,https://athletics.wpi.edu/sports/wvball/index,808,,,
Westminster (PA),WC_WBB,https://athletics.westminster.edu/sports/womens-volleyball,1451,Westminster (PA),,
Wright St.,WSUWBasketball,https://wsuraiders.com/sports/womens-volleyball,810,Wright St.,,
Yale,YaleWBasketball,https://yalebulldogs.com/sports/womens-volleyball,813,Yale,,
York (PA),YCPWBasketball,https://ycpspartans.com/sports/womens-volleyball,815,,,
Youngstown St.,YSUWomensHoops,https://ysusports.com/sports/womens-volleyball,817,Youngstown St.,,
Hilbert,HilbertWBB,https://hilberthawks.com/sports/womens-volleyball,8398,Hilbert,,
Buena Vista,BVU_wvball,https://bvuathletics.com/sports/womens-volleyball,84,,,
Hood,Hood_wbb,https://hoodathletics.com/sports/womens-volleyball,8404,Hood,,
Ark.-Monticello,UAMwvball,https://www.uamsports.com/sports/womens-volleyball,8411,,,
LeTourneau,LETUWBB,https://letuathletics.com/sports/womens-volleyball,8490,,,
McMurry,McMurry_WBB,https://mcmurrysports.com/sports/womens-volleyball,8530,,,
Buffalo,UBwomenshoops,https://ubbulls.com/sports/womens-volleyball,86,Buffalo,,
St. Mary's (IN),SMC_Basketball,https://belles.saintmarys.edu/sports/wvball/index,8688,,,
Southwest Minn. St.,SMSUWomensHoops,https://smsumustangs.com/sports/womens-volleyball,8736,,,
Southwestern Okla.,SWOSUW,https://swosuathletics.com/sports/womens-volleyball,8744,,,
Southwestern (TX),SUPiratesWBB,https://www.southwesternpirates.com/sports/w-volley/index,8746,,,
Worcester St.,WSUwvball,https://www.wsulancers.com/sports/wvball/index,809,,,
Chowan,ChowanWBB,https://gocuhawks.com/sports/womens-volleyball,8875,,,
Caltech,caltechwbb,https://www.gocaltech.com/sports/wvball/index,89,,,skip
Wis. Lutheran,WLC_WBB,https://wlcsports.com/sports/womens-volleyball,8911,,,
Converse,Converse_wbb,https://govalkyries.com/sports/womens-volleyball,8935,,false,
East Central,ECUTigersWBB,https://ecutigers.com/sports/womens-volleyball,8965,,,
Endicott,EndicottWBB,https://www.ecgulls.com/sports/wvball/index,8981,,,
Georgian Court,GCULionswbb,https://gculions.com/sports/womens-volleyball,9004,Georgian Court,,
Fort Hays St.,FHSUWBB,https://fhsuathletics.com/sports/womens-volleyball,9011,Fort Hays St.,,
Mo. Southern St.,MssuWbb,https://mssulions.com/sports/womens-volleyball,9012,,,
Missouri Western,GriffonWBB,https://gogriffons.com/sports/womens-volleyball,9013,,,
Concordia-St. Paul,CSPBearsWBB,https://cspbears.com/sports/womens-volleyball,9081,,,
Cal Poly Pomona,cppwbb,https://broncoathletics.com/sports/womens-volleyball,91,Cal Poly Pomona,,
Cal St. Dom. Hills,CSUDHwbb,https://gotoros.com/sports/womens-volleyball,92,,,
