hometown,count,Latitude,Longitude,Accuracy Score,Accuracy Type,City,State,County,Country
"Lower Merion, Pa.",1,39.858699,-77.69815,1,place,Marion,PA,Franklin County,US
"Lowgap, N.c.",1,36.52569,-80.8673,1,place,Lowgap,NC,Surry County,US
"Lowville, Ny",1,43.789296,-75.415599,1,place,Lowville,NY,Lewis County,US
"Lubbock, Texas",10,33.588771,-101.850445,1,place,Lubbock,TX,Lubbock County,US
"Lubbock, Tx",1,33.588771,-101.850445,1,place,Lubbock,TX,Lubbock County,US
"Lucas, Texas",9,33.084285,-96.576658,0.8,place,Lucas,TX,Collin County,US
"Lucas, Tx",2,33.084285,-96.576658,0.8,place,Lucas,TX,Collin County,US
"Luck, Wis.",1,45.57607,-92.4827,1,place,Luck,WI,Polk County,US
"Ludington, Mich.",1,43.998926,-86.349439,1,place,Ludington,MI,Mason County,US
"Ludlow, Ill.",1,39.09256,-84.547444,0.9,place,Ludlow,KY,Kenton County,US
"Lugoff, S.c.",1,34.260265,-80.731308,1,place,Lugoff,SC,Kershaw County,US
"Lugoff, Sc",1,34.260265,-80.731308,1,place,Lugoff,SC,Kershaw County,US
"Luling, La.",1,29.90364,-90.34925,1,place,Luling,LA,St. Charles Parish,US
"Lumberton, Nj",1,39.962299,-74.80007,1,place,Lumberton,NJ,Burlington County,US
"Lumby, British Columbia",1,44.166159,-90.043533,1,street_center,Necedah,WI,Juneau County,US
"Lunenburg, Mass",1,42.583322,-71.752266,1,place,Lunenburg,MA,Worcester County,US
"Lusby, Md",1,38.36193,-76.4372,1,place,Lusby,MD,Calvert County,US
"Lutherville, Md",1,39.421218,-76.626081,0.8,place,Lutherville,MD,Baltimore County,US
"Lutz, Fla.",2,28.147189,-82.483778,1,place,Lutz,FL,Hillsborough County,US
"Luxembourg City, Luxembourg",1,44.516077,-87.722176,1,street_center,Luxemburg,WI,Kewaunee County,US
"Luxemburg, Wis.",1,44.541977,-87.670551,1,place,Luxemburg,WI,Kewaunee County,US
"Luzerne, Pa.",1,41.28603,-75.89509,1,place,Luzerne,PA,Luzerne County,US
"Lynbrook, N.y.",1,40.657602,-73.672574,1,place,Lynbrook,NY,Nassau County,US
"Lynbrook, Ny",1,40.657602,-73.672574,1,place,Lynbrook,NY,Nassau County,US
"Lynbrook,Ny",1,40.657602,-73.672574,1,place,Lynbrook,NY,Nassau County,US
"Lynchburg, Ohio",1,39.204555,-83.810822,1,place,Lynchburg,OH,Highland County,US
"Lynchburg, Va.",1,37.359607,-79.141653,1,place,Lynchburg,VA,Campbell County,US
"Lynden, Wa",1,48.932328,-122.436249,1,place,Lynden,WA,Whatcom County,US
"Lynden, Wash.",1,48.932328,-122.436249,1,place,Lynden,WA,Whatcom County,US
"Lyndhurst, Nj",2,40.799549,-74.116517,1,place,Lyndhurst,NJ,Bergen County,US
"Lynn Haven, Fla.",2,30.24548,-85.64826,1,place,Lynn Haven,FL,Bay County,US
"Lynn, Mass.",1,42.461246,-70.946743,1,place,Lynn,MA,Essex County,US
"Lynnfield, Ma",1,42.533732,-71.028775,1,place,Lynnfield,MA,Essex County,US
"Lynnfield, Mass.",1,39.789002,-75.507976,0.8,place,Lynnfield,DE,New Castle County,US
"Lynnwood, Wa",1,47.804869,-122.285481,1,place,Lynnwood,WA,Snohomish County,US
"Lyons, Colo.",1,42.01777,-93.31521,1,place,Colo,IA,Story County,US
"Lyons, Kan.",1,41.81337,-87.81811,1,place,Lyons,IL,Cook County,US
"Mabel, Minn.",2,0,0,0,,,,,
"Macclenny, Fla.",1,30.28218,-82.12206,1,place,Macclenny,FL,Baker County,US
"Macedon, N.y.",1,43.110807,-77.31345,1,place,Macedon,NY,Wayne County,US
"Macedonia, Ohio",1,41.311288,-81.492511,1,place,Macedonia,OH,Summit County,US
"Mackinaw, Ill.",1,40.530344,-89.369718,1,place,Mackinaw,IL,Tazewell County,US
"Macomb, Il",1,40.459904,-90.660675,1,place,Macomb,IL,McDonough County,US
"Macomb, Mich.",5,40.459904,-90.660675,1,place,Macomb,IL,McDonough County,US
"Macungie, Pa",1,40.517851,-75.565028,1,place,Macungie,PA,Lehigh County,US
"Macungie, Pa.",4,40.517851,-75.565028,1,place,Macungie,PA,Lehigh County,US
"Macungie,Pa",1,40.517851,-75.565028,1,place,Macungie,PA,Lehigh County,US
Madison,1,43.060926,-88.230636,1,place,Madison,WI,Waukesha County,US
"Madison, Al",1,34.643795,-86.818118,1,place,Madison,AL,Limestone County,US
"Madison, Ala.",1,43.060926,-88.230636,1,place,Madison,WI,Waukesha County,US
"Madison, Ind.",1,43.060926,-88.230636,1,place,Madison,WI,Waukesha County,US
"Madison, Miss.",2,43.060926,-88.230636,1,place,Madison,WI,Waukesha County,US
"Madison, Nj",1,40.7582,-74.423019,1,place,Madison,NJ,Morris County,US
"Madison, S.d.",1,44.054223,-97.091339,1,place,Madison,SD,Lake County,US
"Madison, Wi",1,43.060926,-88.230636,1,place,Madison,WI,Waukesha County,US
"Madison, Wis.",4,43.060926,-88.230636,1,place,Madison,WI,Waukesha County,US
"Madisonville, Tx",1,30.970828,-95.890751,1,place,Madisonville,TX,Madison County,US
"Magnolia, Ark.",1,37.432335,-76.601616,1,place,Ark,VA,Gloucester County,US
"Magnolia, Nj",1,39.854363,-75.036214,1,place,Magnolia,NJ,Camden County,US
"Magnolia, Texas",11,30.180626,-95.70925,1,place,Magnolia,TX,Montgomery County,US
"Mahomet, Ill.",3,40.19531,-88.40422,1,place,Mahomet,IL,Champaign County,US
"Mahopac, N.y.",1,41.412395,-73.752059,1,place,Mahopac,NY,Putnam County,US
"Mahopac, Ny",2,41.412395,-73.752059,1,place,Mahopac,NY,Putnam County,US
"Mahwah, Nj",1,41.083159,-74.185895,1,place,Mahwah,NJ,Bergen County,US
"Maidens, Va.",1,37.706554,-77.832239,1,place,Maidens,VA,Goochland County,US
"Maineville, Ohio",1,39.316973,-84.243763,1,place,Maineville,OH,Warren County,US
"Maitland, Fla.",2,38.946658,-76.674494,1,state,,MD,,US
"Malone, Wisc.",1,45.409279,-68.666598,1,state,,ME,,US
"Malvern, Ark.",1,37.432335,-76.601616,1,place,Ark,VA,Gloucester County,US
"Malverne, Ny",1,40.674652,-73.673324,1,place,Malverne,NY,Nassau County,US
"Manahawkin, N.j.",2,39.690695,-74.248812,1,place,Manahawkin,NJ,Ocean County,US
"Manahawkin, Nj",1,39.690695,-74.248812,1,place,Manahawkin,NJ,Ocean County,US
"Manakin Sabot, Va",1,37.648034,-77.72364,1,place,Manakin-Sabot,VA,Goochland County,US
"Manassas, Va",1,38.793641,-77.531024,1,place,Manassas,VA,Prince William County,US
"Manassas, Va.",4,38.793641,-77.531024,1,place,Manassas,VA,Prince William County,US
"Manati, Puerto Rico",4,18.44553,-66.490268,1,place,Manati,PR,Manatí Municipio,US
"Manatí, Puerto Rico",1,18.44553,-66.490268,1,place,Manati,PR,Manatí Municipio,US
"Manchester, Conn.",1,42.988483,-71.462111,1,place,Manchester,NH,Hillsborough County,US
"Manchester, N.h.",1,42.988483,-71.462111,1,place,Manchester,NH,Hillsborough County,US
"Mandeville, La",1,30.36218,-90.039451,1,place,Mandeville,LA,St. Tammany Parish,US
"Mandeville, La.",1,30.36218,-90.039451,1,place,Mandeville,LA,St. Tammany Parish,US
"Manhasset, N.y.",1,40.78842,-73.69425,1,place,Manhasset,NY,Nassau County,US
"Manhattan Beach, Ca",4,33.889151,-118.402127,1,place,Manhattan Beach,CA,Los Angeles County,US
"Manhattan Beach, Calif.",20,33.889151,-118.402127,1,place,Manhattan Beach,CA,Los Angeles County,US
"Manhattan, Il",1,41.42253,-87.98589,1,place,Manhattan,IL,Will County,US
"Manhattan, Kan.",1,40.750422,-73.996328,1,place,New York,NY,New York County,US
"Manhattan, Kansas",1,39.209375,-96.564589,1,place,Manhattan,KS,Riley County,US
"Manhattan, Mont.",1,40.750422,-73.996328,1,place,New York,NY,New York County,US
"Manhattan, N.y.",1,40.750422,-73.996328,1,place,New York,NY,New York County,US
"Manhattan, Ny",2,40.750422,-73.996328,1,place,New York,NY,New York County,US
"Manila, Philippines",1,35.843919,-90.1806,1,place,Manila,AR,Mississippi County,US
"Manisa, Turkiye",1,37.175463,-105.927841,1,place,Manassa,CO,Conejos County,US
"Manitowoc, Wis.",2,44.109709,-87.714403,1,place,Manitowoc,WI,Manitowoc County,US
"Mankato, Minn.",1,0,0,0,,,,,
"Manlius, N.y.",1,42.955618,-75.96654,1,place,Manlius,NY,Onondaga County,US
"Manor, Pa.",1,40.339497,-79.660846,1,place,Manor,PA,Westmoreland County,US
"Manorville, Ny",2,40.866412,-72.80456,1,place,Manorville,NY,Suffolk County,US
Mansfield,1,33.491851,-83.742795,0.9,place,Mansfield,GA,Newton County,US
"Mansfield, Ohio",1,40.762711,-82.51189,1,place,Mansfield,OH,Richland County,US
"Mansfield, Pa.",1,41.793666,-77.072151,1,place,Mansfield,PA,Tioga County,US
"Mansfield, Texas",11,32.56319,-97.14168,1,place,Mansfield,TX,Tarrant County,US
"Mansfield, Tx",1,32.56319,-97.14168,1,place,Mansfield,TX,Tarrant County,US
"Manson, Wash.",2,42.50089,-94.57695,1,place,Manson,IA,Calhoun County,US
Manteca,1,37.807297,-121.177601,1,place,Manteca,CA,San Joaquin County,US
"Manteca, Calif.",2,37.807297,-121.177601,1,place,Manteca,CA,San Joaquin County,US
"Manteno, Il",1,41.25059,-87.83143,1,place,Manteno,IL,Kankakee County,US
"Manteno, Ill.",1,41.25059,-87.83143,1,place,Manteno,IL,Kankakee County,US
"Mantorville, Minn.",1,0,0,0,,,,,
"Manvel, Texas",3,29.478468,-95.374419,1,place,Manvel,TX,Brazoria County,US
"Manvel, Tx",1,29.478468,-95.374419,1,place,Manvel,TX,Brazoria County,US
"Manville, N.j.",1,40.541053,-74.589225,1,place,Manville,NJ,Somerset County,US
"Maple Grove, Minn.",9,46.728932,-67.863356,0.8,place,Maple Grove,ME,Aroostook County,US
"Maple Lake, Minn.",1,0,0,0,,,,,
"Maple Shade, Nj",1,39.951212,-74.992163,1,place,Maple Shade,NJ,Burlington County,US
"Maple Valley, Wa",1,47.409304,-121.969445,1,place,Maplevalley,WA,King County,US
"Maple Valley, Wash.",4,47.409304,-121.969445,1,place,Maplevalley,WA,King County,US
"Mapleton, Ill.",1,40.125168,-111.580197,1,place,Mapleton,UT,Utah County,US
"Mapleton, Illinois",1,40.56643,-89.73177,1,place,Mapleton,IL,Peoria County,US
"Maplewood, Minn.",5,0,0,0,,,,,
"Marblehead, Mass.",2,41.540328,-82.735462,0.8,place,Marblehead,OH,Ottawa County,US
"Marcellus, Ny",1,42.948057,-76.329799,1,place,Marcellus,NY,Onondaga County,US
"Marcus Hook, Pa.",1,39.81928,-75.41853,1,place,Marcus Hook,PA,Delaware County,US
"Marengo, Ill.",1,42.255176,-88.607897,1,place,Marengo,IL,McHenry County,US
"Marengo, Illinois",1,42.255176,-88.607897,1,place,Marengo,IL,McHenry County,US
"Marengo, Ohio",2,40.406317,-82.782091,1,place,Marengo,OH,Morrow County,US
"Marianna, Fla.",1,30.799574,-85.229347,1,place,Marianna,FL,Jackson County,US
"Maricopa, Ariz.",1,32.957645,-112.053351,1,place,Maricopa,AZ,Pinal County,US
"Marietta, Ga",4,33.912473,-84.557181,1,place,Marietta,GA,Cobb County,US
"Marietta, Ga.",11,33.912473,-84.557181,1,place,Marietta,GA,Cobb County,US
"Marietta, Georgia",1,33.912473,-84.557181,1,place,Marietta,GA,Cobb County,US
"Marietta, Ohio",1,39.413446,-81.351051,1,place,Marietta,OH,Washington County,US
"Marion Center, Pa.",1,40.77006,-79.05003,1,place,Marion Center,PA,Indiana County,US
"Marion, Ark.",1,37.432335,-76.601616,1,place,Ark,VA,Gloucester County,US
"Marion, Ia",2,42.056938,-91.573963,1,place,Marion,IA,Linn County,US
"Marion, Ind.",1,40.584028,-83.101687,1,place,Marion,OH,Marion County,US
"Marion, Iowa",5,42.056938,-91.573963,1,place,Marion,IA,Linn County,US
"Marion, Mass.",1,40.584028,-83.101687,1,place,Marion,OH,Marion County,US
"Marion, Oh",1,40.584028,-83.101687,1,place,Marion,OH,Marion County,US
"Marion, Ohio",2,40.584028,-83.101687,1,place,Marion,OH,Marion County,US
"Markleeville, Calif.",1,38.771319,-119.832669,1,place,Markleeville,CA,Alpine County,US
"Marlboro, N.j.",1,40.317727,-74.248318,1,place,Marlboro,NJ,Monmouth County,US
Marlborough,1,42.34909,-71.54546,1,place,Marlborough,MA,Middlesex County,US
"Marlton, N.j.",1,39.90153,-74.92957,1,place,Marlton,NJ,Burlington County,US
"Maroa, Ill.",1,40.037523,-88.961338,1,place,Maroa,IL,Macon County,US
"Marquette, Mich.",1,46.54354,-87.39542,1,place,Marquette,MI,Marquette County,US
"Marrero, La.",1,29.837276,-90.112449,1,place,Marrero,LA,Jefferson Parish,US
"Marriot, Md.",1,0,0,0,,,,,
"Marriottsville, Md.",1,39.350105,-76.899421,0.9,place,Marriottsville,MD,Howard County,US
"Mars, Pa.",2,40.6959,-80.01173,1,place,Mars,PA,Butler County,US
"Marsh Harbor, Bahamas",1,42.10584,-124.207794,1,street_center,Brookings,OR,Curry County,US
"Marshall, Ind.",1,41.325003,-86.269036,1,county,,IN,Marshall County,US
"Marshall, Mich.",3,32.538112,-94.406228,1,place,Marshall,TX,Harrison County,US
"Marshall, Minn.",3,0,0,0,,,,,
"Marshall, Tx",1,32.538112,-94.406228,1,place,Marshall,TX,Harrison County,US
"Marshall, Wis.",1,32.538112,-94.406228,1,place,Marshall,TX,Harrison County,US
"Marshalltown, Iowa",2,42.036096,-92.998867,1,place,Marshalltown,IA,Marshall County,US
"Marshfield, Mass.",1,44.589394,-90.190595,1,place,Marshfield,WI,Wood County,US
"Marshfield, Wis.",1,44.589394,-90.190595,1,place,Marshfield,WI,Wood County,US
"Martelle, Iowa",1,42.018308,-91.321727,1,place,Martelle,IA,Jones County,US
"Marthasville, Mo",1,38.651157,-91.151576,1,place,Marthasville,MO,Warren County,US
"Martinez, Calif.",1,37.986421,-122.134976,1,place,Martinez,CA,Contra Costa County,US
"Martinsburg, W.va.",6,36.681298,-79.86626,0.75,place,Martinsville,VA,Martinsville City,US
"Martinsburg, Wv",1,39.456903,-77.972754,1,place,Martinsburg,WV,Berkeley County,US
"Martinsville, In",1,39.477625,-86.466792,1,place,Martinsville,IN,Morgan County,US
"Maryland Heights, Mo",1,38.723951,-90.447418,1,place,Maryland Heights,MO,St. Louis County,US
"Marysville, Mi",1,42.91253,-82.48686,1,place,Marysville,MI,St. Clair County,US
"Marysville, Ohio",4,40.267651,-83.376632,1,place,Marysville,OH,Union County,US
"Maryville, Ill.",2,35.688378,-84.076895,1,place,Maryville,TN,Blount County,US
"Maryville, Tenn.",3,35.688378,-84.076895,1,place,Maryville,TN,Blount County,US
"Maryville, Tennessee",1,35.688378,-84.076895,1,place,Maryville,TN,Blount County,US
"Mascoutah, Ill.",1,38.421239,-89.769993,1,place,Mascoutah,IL,St. Clair County,US
"Mason City, Ill.",1,43.116477,-93.270559,1,place,Mason City,IA,Cerro Gordo County,US
"Mason City, Iowa",1,43.116477,-93.270559,1,place,Mason City,IA,Cerro Gordo County,US
"Mason, Ohio",5,39.36006,-84.30994,1,place,Mason,OH,Warren County,US
"Massapequa, N.y.",3,40.66766,-73.47076,1,place,Massapequa,NY,Nassau County,US
"Massapequa, Ny",2,40.66766,-73.47076,1,place,Massapequa,NY,Nassau County,US
"Massillon, Oh",2,40.814381,-81.497182,1,place,Massillon,OH,Stark County,US
"Massillon, Ohio",3,40.814381,-81.497182,1,place,Massillon,OH,Stark County,US
Mater Dei,1,40.711646,-79.486425,0.8,place,Mateer,PA,Armstrong County,US
"Mattawan, Mich.",2,42.244501,-85.805041,1,place,Mattawan,MI,Van Buren County,US
"Matteson, Ill.",1,41.50392,-87.7131,1,place,Matteson,IL,Cook County,US
"Matthews, N.c.",5,35.060868,-80.693292,1,place,Matthews,NC,Union County,US
"Matthews, Nc",2,35.060868,-80.693292,1,place,Matthews,NC,Union County,US
"Mattituck, N.y.",1,41.00251,-72.54584,1,place,Mattituck,NY,Suffolk County,US
"Mattoon, Ill.",2,39.48309,-88.37283,1,place,Mattoon,IL,Coles County,US
"Maui, Hawaii",2,20.24232,-155.83323,1,place,Hawi,HI,Hawaii County,US
"Maumee, Oh",2,41.571251,-83.685036,1,place,Maumee,OH,Lucas County,US
"Maumee, Ohio",1,41.571251,-83.685036,1,place,Maumee,OH,Lucas County,US
"Maupin, Ore.",1,45.17512,-121.08145,1,place,Maupin,OR,Wasco County,US
"Mauston, Wis.",3,43.79719,-90.07735,1,place,Mauston,WI,Juneau County,US
"Mayer, Minn.",2,0,0,0,,,,,
"Mays Landing, Nj",1,39.47204,-74.71588,1,place,Mays Landing,NJ,Atlantic County,US
"Mayville, Ny",1,42.25395,-79.50449,1,place,Mayville,NY,Chautauqua County,US
"Mayville, Wis.",1,43.483463,-88.545925,1,place,Mayville,WI,Dodge County,US
"Maywood, Ill.",2,33.988463,-118.187376,1,place,Maywood,CA,Los Angeles County,US
"Mcallen, Texas",1,26.215816,-98.239592,1,place,McAllen,TX,Hidalgo County,US
"Mcallen, Tx",1,26.215816,-98.239592,1,place,McAllen,TX,Hidalgo County,US
"Mcarthur, Oh",1,39.280013,-82.47532,1,place,McArthur,OH,Vinton County,US
"Mcclellandtown, Pa.",1,39.888242,-79.869352,1,place,McClellandtown,PA,Fayette County,US
"Mccordsville, Ind.",2,39.878113,-85.897957,1,place,Mc Cordsville,IN,Hancock County,US
"Mcdonald, Pa.",2,40.359139,-80.267451,1,place,McDonald,PA,Washington County,US
"Mcdonough, Ga.",3,33.476762,-84.055005,1,place,McDonough,GA,Henry County,US
"Mcfarland, Wis.",1,35.67801,-119.22927,1,place,Mc Farland,CA,Kern County,US
"Mchenry, Ill.",4,42.331147,-88.29518,1,place,McHenry,IL,McHenry County,US
"Mckees Rocks, Pa.",1,40.465624,-80.065611,0.9,place,McKees Rocks,PA,Allegheny County,US
"Mckinney, Tex.",1,33.141438,-96.588295,1,place,McKinney,TX,Collin County,US
"Mckinney, Texas",10,33.141438,-96.588295,1,place,McKinney,TX,Collin County,US
"Mckinney, Tx",3,33.141438,-96.588295,1,place,McKinney,TX,Collin County,US
"Mclane, Pa.",1,41.936167,-80.126446,0.8,place,McLane,PA,Erie County,US
"Mclean, Va",3,38.935202,-77.18672,1,place,Mc Lean,VA,Fairfax County,US
"Mclean, Va.",4,38.935202,-77.18672,1,place,Mc Lean,VA,Fairfax County,US
"Mcloud, Ok",1,35.4359,-97.09142,1,place,McLoud,OK,Pottawatomie County,US
"Mcpherson, Kan.",1,38.376302,-97.670184,1,place,McPherson,KS,McPherson County,US
"Meadow, S.d.",1,45.453221,-102.280948,1,place,Meadow,SD,Perkins County,US
"Meadville, Pa.",2,41.611599,-80.114891,1,place,Meadville,PA,Crawford County,US
"Mechanicsburg, Pa",1,40.182917,-77.004599,1,place,Mechanicsburg,PA,Cumberland County,US
"Mechanicsburg, Pa.",9,40.182917,-77.004599,1,place,Mechanicsburg,PA,Cumberland County,US
"Mechanicsburg, Penn.",1,40.32896,-79.64115,1,place,Penn,PA,Westmoreland County,US
"Mechanicsville, Md.",1,38.4429,-76.74385,1,place,Mechanicsville,MD,St. Mary's County,US
"Mechanicsville, Va",1,37.628179,-77.281955,1,place,Mechanicsville,VA,Hanover County,US
"Mechanicsville, Virginia",1,37.628179,-77.281955,1,place,Mechanicsville,VA,Hanover County,US
"Mechanicville, Ny",1,42.90285,-73.68734,1,place,Mechanicville,NY,Saratoga County,US
"Medfield, Mass.",1,42.181265,-71.309934,1,place,Medfield,MA,Norfolk County,US
"Medford Lakes, Nj",1,39.90095,-74.8235,1,place,Medford,NJ,Burlington County,US
"Medford, Minn.",2,45.16225,-68.760531,0.8,place,Medford,ME,Penobscot County,US
"Medford, N.j.",1,39.90095,-74.8235,1,place,Medford,NJ,Burlington County,US
"Medford, Or",1,42.265974,-122.900832,1,place,Medford,OR,Jackson County,US
"Medford, Ore.",1,42.265974,-122.900832,1,place,Medford,OR,Jackson County,US
"Media, Pa",1,39.918804,-75.399118,1,place,Media,PA,Delaware County,US
"Medical Lake, Wash.",1,47.615007,-117.703977,1,place,Medical Lake,WA,Spokane County,US
Medina,1,41.109975,-81.855048,1,place,Medina,OH,Medina County,US
"Medina, N.y.",1,43.239442,-78.359871,1,place,Medina,NY,Orleans County,US
"Medina, Oh",1,41.109975,-81.855048,1,place,Medina,OH,Medina County,US
"Medina, Ohio",4,41.109975,-81.855048,1,place,Medina,OH,Medina County,US
"Medinah, Ill.",1,41.98142,-88.05118,1,place,Medinah,IL,Dupage County,US
"Melbourne, Fla.",1,28.079357,-80.623618,1,place,Melbourne,FL,Brevard County,US
"Mellen, Wi",1,46.320677,-90.746141,1,place,Mellen,WI,Ashland County,US
"Melrose, Mass.",1,42.458995,-71.053095,1,place,Melrose,MA,Middlesex County,US
"Memphis, Tenn.",14,35.050667,-89.847782,1,place,Memphis,TN,Shelby County,US
"Memphis, Tennessee",1,35.050667,-89.847782,1,place,Memphis,TN,Shelby County,US
"Memphis, Tn",3,35.050667,-89.847782,1,place,Memphis,TN,Shelby County,US
"Mendon, Mich.",1,41.724699,-111.989806,1,place,Mendon,UT,Cache County,US
"Mendota, Il",1,41.54725,-89.11759,1,place,Mendota,IL,Lasalle County,US
Menifee,2,33.658592,-117.173618,1,place,Menifee,CA,Riverside County,US
"Menifee, Ca",3,33.658592,-117.173618,1,place,Menifee,CA,Riverside County,US
"Menifee, Calif.",3,33.658592,-117.173618,1,place,Menifee,CA,Riverside County,US
"Menlo Park, Ca",1,37.439616,-122.186373,1,place,Menlo Park,CA,San Mateo County,US
"Menlo Park, Calif.",7,37.439616,-122.186373,1,place,Menlo Park,CA,San Mateo County,US
"Menomonee Falls, Wis.",4,43.159363,-88.121527,1,place,Menomonee Falls,WI,Waukesha County,US
Mentor,1,41.679291,-81.328779,1,place,Mentor,OH,Lake County,US
"Mentor, Ohio",3,41.679291,-81.328779,1,place,Mentor,OH,Lake County,US
"Meraux, La.",1,29.932133,-89.923522,1,place,Meraux,LA,St. Bernard Parish,US
"Merced, Calif.",2,37.345785,-120.42415,1,place,Merced,CA,Merced County,US
"Mercer Island, Wash.",1,47.56025,-122.228083,1,place,Mercer Island,WA,King County,US
"Mercersburg, Pa.",1,39.82787,-77.90333,1,place,Mercersburg,PA,Franklin County,US
"Meredith, N.h.",1,43.65818,-71.50445,1,place,Meredith,NH,Belknap County,US
"Meriden, Conn.",3,41.536498,-72.801901,1,place,Meriden,CT,South Central Connecticut Planning Region,US
"Meridian, Idaho",5,43.579067,-116.421656,1,place,Meridian,ID,Ada County,US
"Merriam, Kan.",1,41.28727,-85.434424,0.8,place,Merriam,IN,Noble County,US
"Merrick, N.y.",1,40.668501,-73.553628,1,place,Merrick,NY,Nassau County,US
"Merrill, Wis.",1,45.217518,-89.713291,1,place,Merrill,WI,Lincoln County,US
"Merrillville, In",1,41.497212,-87.338656,1,place,Merrillville,IN,Lake County,US
"Merrillville, Ind.",1,41.497212,-87.338656,1,place,Merrillville,IN,Lake County,US
"Merrimac, Wis.",1,37.13245,-80.424902,0.8,place,Merrimac,VA,Montgomery County,US
"Merrimack, N.h.",1,42.86509,-71.4934,1,place,Merrimack,NH,Hillsborough County,US
"Merrimack, Nh",2,42.86509,-71.4934,1,place,Merrimack,NH,Hillsborough County,US
"Merritt Island, Fla.",3,28.358119,-80.696838,1,place,Merritt Island,FL,Brevard County,US
